"Absolute path" "Relative path" Class
C:\Users\User\ptm-4\dataset\04861.txt ..\random_number_dataset\04861.txt bad
C:\Users\User\ptm-4\dataset\09866.txt ..\random_number_dataset\09866.txt bad
C:\Users\User\ptm-4\dataset\02370.txt ..\random_number_dataset\02370.txt bad
C:\Users\User\ptm-4\dataset\00709.txt ..\random_number_dataset\00709.txt bad
C:\Users\User\ptm-4\dataset\08447.txt ..\random_number_dataset\08447.txt bad
C:\Users\User\ptm-4\dataset\03528.txt ..\random_number_dataset\03528.txt bad
C:\Users\User\ptm-4\dataset\09105.txt ..\random_number_dataset\09105.txt bad
C:\Users\User\ptm-4\dataset\00698.txt ..\random_number_dataset\00698.txt bad
C:\Users\User\ptm-4\dataset\06482.txt ..\random_number_dataset\06482.txt bad
C:\Users\User\ptm-4\dataset\08624.txt ..\random_number_dataset\08624.txt bad
C:\Users\User\ptm-4\dataset\03199.txt ..\random_number_dataset\03199.txt bad
C:\Users\User\ptm-4\dataset\07757.txt ..\random_number_dataset\07757.txt bad
C:\Users\User\ptm-4\dataset\03342.txt ..\random_number_dataset\03342.txt bad
C:\Users\User\ptm-4\dataset\03132.txt ..\random_number_dataset\03132.txt bad
C:\Users\User\ptm-4\dataset\00543.txt ..\random_number_dataset\00543.txt bad
C:\Users\User\ptm-4\dataset\05100.txt ..\random_number_dataset\05100.txt bad
C:\Users\User\ptm-4\dataset\07515.txt ..\random_number_dataset\07515.txt bad
C:\Users\User\ptm-4\dataset\01062.txt ..\random_number_dataset\01062.txt bad
C:\Users\User\ptm-4\dataset\04193.txt ..\random_number_dataset\04193.txt bad
C:\Users\User\ptm-4\dataset\02127.txt ..\random_number_dataset\02127.txt bad
C:\Users\User\ptm-4\dataset\05264.txt ..\random_number_dataset\05264.txt bad
C:\Users\User\ptm-4\dataset\05107.txt ..\random_number_dataset\05107.txt bad
C:\Users\User\ptm-4\dataset\09845.txt ..\random_number_dataset\09845.txt bad
C:\Users\User\ptm-4\dataset\07636.txt ..\random_number_dataset\07636.txt bad
C:\Users\User\ptm-4\dataset\02124.txt ..\random_number_dataset\02124.txt bad
C:\Users\User\ptm-4\dataset\05564.txt ..\random_number_dataset\05564.txt bad
C:\Users\User\ptm-4\dataset\05357.txt ..\random_number_dataset\05357.txt bad
C:\Users\User\ptm-4\dataset\06464.txt ..\random_number_dataset\06464.txt bad
C:\Users\User\ptm-4\dataset\02372.txt ..\random_number_dataset\02372.txt bad
C:\Users\User\ptm-4\dataset\01094.txt ..\random_number_dataset\01094.txt bad
C:\Users\User\ptm-4\dataset\03910.txt ..\random_number_dataset\03910.txt bad
C:\Users\User\ptm-4\dataset\05765.txt ..\random_number_dataset\05765.txt bad
C:\Users\User\ptm-4\dataset\05294.txt ..\random_number_dataset\05294.txt bad
C:\Users\User\ptm-4\dataset\07059.txt ..\random_number_dataset\07059.txt bad
C:\Users\User\ptm-4\dataset\01904.txt ..\random_number_dataset\01904.txt bad
C:\Users\User\ptm-4\dataset\06769.txt ..\random_number_dataset\06769.txt bad
C:\Users\User\ptm-4\dataset\09127.txt ..\random_number_dataset\09127.txt bad
C:\Users\User\ptm-4\dataset\00622.txt ..\random_number_dataset\00622.txt bad
C:\Users\User\ptm-4\dataset\02045.txt ..\random_number_dataset\02045.txt bad
C:\Users\User\ptm-4\dataset\00077.txt ..\random_number_dataset\00077.txt bad
C:\Users\User\ptm-4\dataset\04472.txt ..\random_number_dataset\04472.txt bad
C:\Users\User\ptm-4\dataset\04508.txt ..\random_number_dataset\04508.txt bad
C:\Users\User\ptm-4\dataset\05523.txt ..\random_number_dataset\05523.txt bad
C:\Users\User\ptm-4\dataset\09789.txt ..\random_number_dataset\09789.txt bad
C:\Users\User\ptm-4\dataset\04224.txt ..\random_number_dataset\04224.txt bad
C:\Users\User\ptm-4\dataset\07377.txt ..\random_number_dataset\07377.txt bad
C:\Users\User\ptm-4\dataset\05070.txt ..\random_number_dataset\05070.txt bad
C:\Users\User\ptm-4\dataset\02093.txt ..\random_number_dataset\02093.txt bad
C:\Users\User\ptm-4\dataset\08543.txt ..\random_number_dataset\08543.txt bad
C:\Users\User\ptm-4\dataset\05507.txt ..\random_number_dataset\05507.txt bad
C:\Users\User\ptm-4\dataset\09990.txt ..\random_number_dataset\09990.txt bad
C:\Users\User\ptm-4\dataset\00392.txt ..\random_number_dataset\00392.txt bad
C:\Users\User\ptm-4\dataset\06745.txt ..\random_number_dataset\06745.txt bad
C:\Users\User\ptm-4\dataset\01264.txt ..\random_number_dataset\01264.txt bad
C:\Users\User\ptm-4\dataset\09496.txt ..\random_number_dataset\09496.txt bad
C:\Users\User\ptm-4\dataset\08556.txt ..\random_number_dataset\08556.txt bad
C:\Users\User\ptm-4\dataset\08907.txt ..\random_number_dataset\08907.txt bad
C:\Users\User\ptm-4\dataset\04941.txt ..\random_number_dataset\04941.txt bad
C:\Users\User\ptm-4\dataset\01525.txt ..\random_number_dataset\01525.txt bad
C:\Users\User\ptm-4\dataset\02980.txt ..\random_number_dataset\02980.txt bad
C:\Users\User\ptm-4\dataset\04739.txt ..\random_number_dataset\04739.txt bad
C:\Users\User\ptm-4\dataset\00105.txt ..\random_number_dataset\00105.txt bad
C:\Users\User\ptm-4\dataset\09723.txt ..\random_number_dataset\09723.txt bad
C:\Users\User\ptm-4\dataset\02414.txt ..\random_number_dataset\02414.txt bad
C:\Users\User\ptm-4\dataset\08070.txt ..\random_number_dataset\08070.txt bad
C:\Users\User\ptm-4\dataset\02238.txt ..\random_number_dataset\02238.txt bad
C:\Users\User\ptm-4\dataset\01711.txt ..\random_number_dataset\01711.txt bad
C:\Users\User\ptm-4\dataset\00906.txt ..\random_number_dataset\00906.txt bad
C:\Users\User\ptm-4\dataset\05700.txt ..\random_number_dataset\05700.txt bad
C:\Users\User\ptm-4\dataset\08659.txt ..\random_number_dataset\08659.txt bad
C:\Users\User\ptm-4\dataset\01265.txt ..\random_number_dataset\01265.txt bad
C:\Users\User\ptm-4\dataset\01804.txt ..\random_number_dataset\01804.txt bad
C:\Users\User\ptm-4\dataset\08585.txt ..\random_number_dataset\08585.txt bad
C:\Users\User\ptm-4\dataset\08112.txt ..\random_number_dataset\08112.txt bad
C:\Users\User\ptm-4\dataset\00664.txt ..\random_number_dataset\00664.txt bad
C:\Users\User\ptm-4\dataset\00158.txt ..\random_number_dataset\00158.txt bad
C:\Users\User\ptm-4\dataset\09776.txt ..\random_number_dataset\09776.txt bad
C:\Users\User\ptm-4\dataset\04072.txt ..\random_number_dataset\04072.txt bad
C:\Users\User\ptm-4\dataset\04682.txt ..\random_number_dataset\04682.txt bad
C:\Users\User\ptm-4\dataset\08480.txt ..\random_number_dataset\08480.txt bad
C:\Users\User\ptm-4\dataset\08684.txt ..\random_number_dataset\08684.txt bad
C:\Users\User\ptm-4\dataset\05670.txt ..\random_number_dataset\05670.txt bad
C:\Users\User\ptm-4\dataset\04992.txt ..\random_number_dataset\04992.txt bad
C:\Users\User\ptm-4\dataset\00352.txt ..\random_number_dataset\00352.txt bad
C:\Users\User\ptm-4\dataset\05858.txt ..\random_number_dataset\05858.txt bad
C:\Users\User\ptm-4\dataset\06937.txt ..\random_number_dataset\06937.txt bad
C:\Users\User\ptm-4\dataset\03316.txt ..\random_number_dataset\03316.txt bad
C:\Users\User\ptm-4\dataset\01395.txt ..\random_number_dataset\01395.txt bad
C:\Users\User\ptm-4\dataset\09492.txt ..\random_number_dataset\09492.txt bad
C:\Users\User\ptm-4\dataset\01785.txt ..\random_number_dataset\01785.txt bad
C:\Users\User\ptm-4\dataset\06601.txt ..\random_number_dataset\06601.txt bad
C:\Users\User\ptm-4\dataset\07237.txt ..\random_number_dataset\07237.txt bad
C:\Users\User\ptm-4\dataset\03043.txt ..\random_number_dataset\03043.txt bad
C:\Users\User\ptm-4\dataset\09093.txt ..\random_number_dataset\09093.txt bad
C:\Users\User\ptm-4\dataset\03040.txt ..\random_number_dataset\03040.txt bad
C:\Users\User\ptm-4\dataset\04354.txt ..\random_number_dataset\04354.txt bad
C:\Users\User\ptm-4\dataset\00371.txt ..\random_number_dataset\00371.txt bad
C:\Users\User\ptm-4\dataset\00054.txt ..\random_number_dataset\00054.txt bad
C:\Users\User\ptm-4\dataset\00340.txt ..\random_number_dataset\00340.txt bad
C:\Users\User\ptm-4\dataset\03708.txt ..\random_number_dataset\03708.txt bad
C:\Users\User\ptm-4\dataset\08332.txt ..\random_number_dataset\08332.txt bad
C:\Users\User\ptm-4\dataset\01363.txt ..\random_number_dataset\01363.txt bad
C:\Users\User\ptm-4\dataset\01128.txt ..\random_number_dataset\01128.txt bad
C:\Users\User\ptm-4\dataset\04614.txt ..\random_number_dataset\04614.txt bad
C:\Users\User\ptm-4\dataset\04738.txt ..\random_number_dataset\04738.txt bad
C:\Users\User\ptm-4\dataset\03765.txt ..\random_number_dataset\03765.txt bad
C:\Users\User\ptm-4\dataset\01262.txt ..\random_number_dataset\01262.txt bad
C:\Users\User\ptm-4\dataset\01799.txt ..\random_number_dataset\01799.txt bad
C:\Users\User\ptm-4\dataset\09464.txt ..\random_number_dataset\09464.txt bad
C:\Users\User\ptm-4\dataset\04829.txt ..\random_number_dataset\04829.txt bad
C:\Users\User\ptm-4\dataset\01583.txt ..\random_number_dataset\01583.txt bad
C:\Users\User\ptm-4\dataset\06679.txt ..\random_number_dataset\06679.txt bad
C:\Users\User\ptm-4\dataset\07002.txt ..\random_number_dataset\07002.txt bad
C:\Users\User\ptm-4\dataset\02771.txt ..\random_number_dataset\02771.txt bad
C:\Users\User\ptm-4\dataset\08915.txt ..\random_number_dataset\08915.txt bad
C:\Users\User\ptm-4\dataset\03634.txt ..\random_number_dataset\03634.txt bad
C:\Users\User\ptm-4\dataset\05801.txt ..\random_number_dataset\05801.txt bad
C:\Users\User\ptm-4\dataset\01151.txt ..\random_number_dataset\01151.txt bad
C:\Users\User\ptm-4\dataset\08902.txt ..\random_number_dataset\08902.txt bad
C:\Users\User\ptm-4\dataset\08487.txt ..\random_number_dataset\08487.txt bad
C:\Users\User\ptm-4\dataset\01153.txt ..\random_number_dataset\01153.txt bad
C:\Users\User\ptm-4\dataset\04725.txt ..\random_number_dataset\04725.txt bad
C:\Users\User\ptm-4\dataset\03469.txt ..\random_number_dataset\03469.txt bad
C:\Users\User\ptm-4\dataset\04107.txt ..\random_number_dataset\04107.txt bad
C:\Users\User\ptm-4\dataset\00496.txt ..\random_number_dataset\00496.txt bad
C:\Users\User\ptm-4\dataset\04707.txt ..\random_number_dataset\04707.txt bad
C:\Users\User\ptm-4\dataset\02547.txt ..\random_number_dataset\02547.txt bad
C:\Users\User\ptm-4\dataset\00512.txt ..\random_number_dataset\00512.txt bad
C:\Users\User\ptm-4\dataset\00594.txt ..\random_number_dataset\00594.txt bad
C:\Users\User\ptm-4\dataset\04754.txt ..\random_number_dataset\04754.txt bad
C:\Users\User\ptm-4\dataset\04578.txt ..\random_number_dataset\04578.txt bad
C:\Users\User\ptm-4\dataset\02844.txt ..\random_number_dataset\02844.txt bad
C:\Users\User\ptm-4\dataset\01441.txt ..\random_number_dataset\01441.txt bad
C:\Users\User\ptm-4\dataset\02676.txt ..\random_number_dataset\02676.txt bad
C:\Users\User\ptm-4\dataset\00519.txt ..\random_number_dataset\00519.txt bad
C:\Users\User\ptm-4\dataset\05916.txt ..\random_number_dataset\05916.txt bad
C:\Users\User\ptm-4\dataset\05906.txt ..\random_number_dataset\05906.txt bad
C:\Users\User\ptm-4\dataset\05521.txt ..\random_number_dataset\05521.txt bad
C:\Users\User\ptm-4\dataset\08900.txt ..\random_number_dataset\08900.txt bad
C:\Users\User\ptm-4\dataset\08139.txt ..\random_number_dataset\08139.txt bad
C:\Users\User\ptm-4\dataset\01302.txt ..\random_number_dataset\01302.txt bad
C:\Users\User\ptm-4\dataset\06659.txt ..\random_number_dataset\06659.txt bad
C:\Users\User\ptm-4\dataset\08086.txt ..\random_number_dataset\08086.txt bad
C:\Users\User\ptm-4\dataset\01522.txt ..\random_number_dataset\01522.txt bad
C:\Users\User\ptm-4\dataset\01750.txt ..\random_number_dataset\01750.txt bad
C:\Users\User\ptm-4\dataset\07788.txt ..\random_number_dataset\07788.txt bad
C:\Users\User\ptm-4\dataset\06331.txt ..\random_number_dataset\06331.txt bad
C:\Users\User\ptm-4\dataset\02992.txt ..\random_number_dataset\02992.txt bad
C:\Users\User\ptm-4\dataset\01487.txt ..\random_number_dataset\01487.txt bad
C:\Users\User\ptm-4\dataset\02348.txt ..\random_number_dataset\02348.txt bad
C:\Users\User\ptm-4\dataset\01811.txt ..\random_number_dataset\01811.txt bad
C:\Users\User\ptm-4\dataset\01184.txt ..\random_number_dataset\01184.txt bad
C:\Users\User\ptm-4\dataset\01855.txt ..\random_number_dataset\01855.txt bad
C:\Users\User\ptm-4\dataset\04186.txt ..\random_number_dataset\04186.txt bad
C:\Users\User\ptm-4\dataset\03542.txt ..\random_number_dataset\03542.txt bad
C:\Users\User\ptm-4\dataset\04192.txt ..\random_number_dataset\04192.txt bad
C:\Users\User\ptm-4\dataset\02551.txt ..\random_number_dataset\02551.txt bad
C:\Users\User\ptm-4\dataset\08644.txt ..\random_number_dataset\08644.txt bad
C:\Users\User\ptm-4\dataset\09051.txt ..\random_number_dataset\09051.txt bad
C:\Users\User\ptm-4\dataset\00389.txt ..\random_number_dataset\00389.txt bad
C:\Users\User\ptm-4\dataset\03232.txt ..\random_number_dataset\03232.txt bad
C:\Users\User\ptm-4\dataset\03117.txt ..\random_number_dataset\03117.txt bad
C:\Users\User\ptm-4\dataset\06998.txt ..\random_number_dataset\06998.txt bad
C:\Users\User\ptm-4\dataset\00540.txt ..\random_number_dataset\00540.txt bad
C:\Users\User\ptm-4\dataset\09054.txt ..\random_number_dataset\09054.txt bad
C:\Users\User\ptm-4\dataset\02352.txt ..\random_number_dataset\02352.txt bad
C:\Users\User\ptm-4\dataset\09558.txt ..\random_number_dataset\09558.txt bad
C:\Users\User\ptm-4\dataset\04282.txt ..\random_number_dataset\04282.txt bad
C:\Users\User\ptm-4\dataset\02718.txt ..\random_number_dataset\02718.txt bad
C:\Users\User\ptm-4\dataset\03791.txt ..\random_number_dataset\03791.txt bad
C:\Users\User\ptm-4\dataset\04331.txt ..\random_number_dataset\04331.txt bad
C:\Users\User\ptm-4\dataset\07672.txt ..\random_number_dataset\07672.txt bad
C:\Users\User\ptm-4\dataset\01151.txt ..\random_number_dataset\01151.txt bad
C:\Users\User\ptm-4\dataset\06365.txt ..\random_number_dataset\06365.txt bad
C:\Users\User\ptm-4\dataset\08873.txt ..\random_number_dataset\08873.txt bad
C:\Users\User\ptm-4\dataset\03662.txt ..\random_number_dataset\03662.txt bad
C:\Users\User\ptm-4\dataset\08133.txt ..\random_number_dataset\08133.txt bad
C:\Users\User\ptm-4\dataset\03831.txt ..\random_number_dataset\03831.txt bad
C:\Users\User\ptm-4\dataset\02460.txt ..\random_number_dataset\02460.txt bad
C:\Users\User\ptm-4\dataset\09454.txt ..\random_number_dataset\09454.txt bad
C:\Users\User\ptm-4\dataset\05429.txt ..\random_number_dataset\05429.txt bad
C:\Users\User\ptm-4\dataset\07609.txt ..\random_number_dataset\07609.txt bad
C:\Users\User\ptm-4\dataset\03948.txt ..\random_number_dataset\03948.txt bad
C:\Users\User\ptm-4\dataset\04905.txt ..\random_number_dataset\04905.txt bad
C:\Users\User\ptm-4\dataset\07113.txt ..\random_number_dataset\07113.txt bad
C:\Users\User\ptm-4\dataset\00073.txt ..\random_number_dataset\00073.txt bad
C:\Users\User\ptm-4\dataset\06430.txt ..\random_number_dataset\06430.txt bad
C:\Users\User\ptm-4\dataset\05661.txt ..\random_number_dataset\05661.txt bad
C:\Users\User\ptm-4\dataset\01353.txt ..\random_number_dataset\01353.txt bad
C:\Users\User\ptm-4\dataset\07413.txt ..\random_number_dataset\07413.txt bad
C:\Users\User\ptm-4\dataset\09500.txt ..\random_number_dataset\09500.txt bad
C:\Users\User\ptm-4\dataset\03003.txt ..\random_number_dataset\03003.txt bad
C:\Users\User\ptm-4\dataset\00797.txt ..\random_number_dataset\00797.txt bad
C:\Users\User\ptm-4\dataset\05403.txt ..\random_number_dataset\05403.txt bad
C:\Users\User\ptm-4\dataset\07681.txt ..\random_number_dataset\07681.txt bad
C:\Users\User\ptm-4\dataset\03093.txt ..\random_number_dataset\03093.txt bad
C:\Users\User\ptm-4\dataset\00022.txt ..\random_number_dataset\00022.txt bad
C:\Users\User\ptm-4\dataset\04173.txt ..\random_number_dataset\04173.txt bad
C:\Users\User\ptm-4\dataset\03476.txt ..\random_number_dataset\03476.txt bad
C:\Users\User\ptm-4\dataset\06851.txt ..\random_number_dataset\06851.txt bad
C:\Users\User\ptm-4\dataset\02403.txt ..\random_number_dataset\02403.txt bad
C:\Users\User\ptm-4\dataset\04271.txt ..\random_number_dataset\04271.txt bad
C:\Users\User\ptm-4\dataset\06969.txt ..\random_number_dataset\06969.txt bad
C:\Users\User\ptm-4\dataset\00830.txt ..\random_number_dataset\00830.txt bad
C:\Users\User\ptm-4\dataset\07589.txt ..\random_number_dataset\07589.txt bad
C:\Users\User\ptm-4\dataset\09493.txt ..\random_number_dataset\09493.txt bad
C:\Users\User\ptm-4\dataset\07434.txt ..\random_number_dataset\07434.txt bad
C:\Users\User\ptm-4\dataset\08206.txt ..\random_number_dataset\08206.txt bad
C:\Users\User\ptm-4\dataset\06701.txt ..\random_number_dataset\06701.txt bad
C:\Users\User\ptm-4\dataset\07748.txt ..\random_number_dataset\07748.txt bad
C:\Users\User\ptm-4\dataset\02221.txt ..\random_number_dataset\02221.txt bad
C:\Users\User\ptm-4\dataset\06286.txt ..\random_number_dataset\06286.txt bad
C:\Users\User\ptm-4\dataset\04569.txt ..\random_number_dataset\04569.txt bad
C:\Users\User\ptm-4\dataset\04709.txt ..\random_number_dataset\04709.txt bad
C:\Users\User\ptm-4\dataset\09616.txt ..\random_number_dataset\09616.txt bad
C:\Users\User\ptm-4\dataset\01333.txt ..\random_number_dataset\01333.txt bad
C:\Users\User\ptm-4\dataset\03618.txt ..\random_number_dataset\03618.txt bad
C:\Users\User\ptm-4\dataset\05372.txt ..\random_number_dataset\05372.txt bad
C:\Users\User\ptm-4\dataset\08393.txt ..\random_number_dataset\08393.txt bad
C:\Users\User\ptm-4\dataset\05396.txt ..\random_number_dataset\05396.txt bad
C:\Users\User\ptm-4\dataset\02576.txt ..\random_number_dataset\02576.txt bad
C:\Users\User\ptm-4\dataset\09803.txt ..\random_number_dataset\09803.txt bad
C:\Users\User\ptm-4\dataset\08775.txt ..\random_number_dataset\08775.txt bad
C:\Users\User\ptm-4\dataset\04505.txt ..\random_number_dataset\04505.txt bad
C:\Users\User\ptm-4\dataset\07703.txt ..\random_number_dataset\07703.txt bad
C:\Users\User\ptm-4\dataset\09617.txt ..\random_number_dataset\09617.txt bad
C:\Users\User\ptm-4\dataset\09193.txt ..\random_number_dataset\09193.txt bad
C:\Users\User\ptm-4\dataset\06507.txt ..\random_number_dataset\06507.txt bad
C:\Users\User\ptm-4\dataset\06848.txt ..\random_number_dataset\06848.txt bad
C:\Users\User\ptm-4\dataset\05129.txt ..\random_number_dataset\05129.txt bad
C:\Users\User\ptm-4\dataset\07203.txt ..\random_number_dataset\07203.txt bad
C:\Users\User\ptm-4\dataset\08170.txt ..\random_number_dataset\08170.txt bad
C:\Users\User\ptm-4\dataset\08828.txt ..\random_number_dataset\08828.txt bad
C:\Users\User\ptm-4\dataset\01109.txt ..\random_number_dataset\01109.txt bad
C:\Users\User\ptm-4\dataset\04279.txt ..\random_number_dataset\04279.txt bad
C:\Users\User\ptm-4\dataset\04353.txt ..\random_number_dataset\04353.txt bad
C:\Users\User\ptm-4\dataset\02675.txt ..\random_number_dataset\02675.txt bad
C:\Users\User\ptm-4\dataset\05728.txt ..\random_number_dataset\05728.txt bad
C:\Users\User\ptm-4\dataset\08344.txt ..\random_number_dataset\08344.txt bad
C:\Users\User\ptm-4\dataset\05026.txt ..\random_number_dataset\05026.txt bad
C:\Users\User\ptm-4\dataset\02305.txt ..\random_number_dataset\02305.txt bad
C:\Users\User\ptm-4\dataset\05918.txt ..\random_number_dataset\05918.txt bad
C:\Users\User\ptm-4\dataset\05513.txt ..\random_number_dataset\05513.txt bad
C:\Users\User\ptm-4\dataset\08942.txt ..\random_number_dataset\08942.txt bad
C:\Users\User\ptm-4\dataset\06427.txt ..\random_number_dataset\06427.txt bad
C:\Users\User\ptm-4\dataset\03755.txt ..\random_number_dataset\03755.txt bad
C:\Users\User\ptm-4\dataset\08777.txt ..\random_number_dataset\08777.txt bad
C:\Users\User\ptm-4\dataset\04552.txt ..\random_number_dataset\04552.txt bad
C:\Users\User\ptm-4\dataset\03726.txt ..\random_number_dataset\03726.txt bad
C:\Users\User\ptm-4\dataset\07536.txt ..\random_number_dataset\07536.txt bad
C:\Users\User\ptm-4\dataset\09733.txt ..\random_number_dataset\09733.txt bad
C:\Users\User\ptm-4\dataset\09265.txt ..\random_number_dataset\09265.txt bad
C:\Users\User\ptm-4\dataset\08901.txt ..\random_number_dataset\08901.txt bad
C:\Users\User\ptm-4\dataset\00158.txt ..\random_number_dataset\00158.txt bad
C:\Users\User\ptm-4\dataset\00477.txt ..\random_number_dataset\00477.txt bad
C:\Users\User\ptm-4\dataset\00775.txt ..\random_number_dataset\00775.txt bad
C:\Users\User\ptm-4\dataset\08266.txt ..\random_number_dataset\08266.txt bad
C:\Users\User\ptm-4\dataset\00804.txt ..\random_number_dataset\00804.txt bad
C:\Users\User\ptm-4\dataset\03080.txt ..\random_number_dataset\03080.txt bad
C:\Users\User\ptm-4\dataset\03457.txt ..\random_number_dataset\03457.txt bad
C:\Users\User\ptm-4\dataset\04458.txt ..\random_number_dataset\04458.txt bad
C:\Users\User\ptm-4\dataset\02401.txt ..\random_number_dataset\02401.txt bad
C:\Users\User\ptm-4\dataset\01268.txt ..\random_number_dataset\01268.txt bad
C:\Users\User\ptm-4\dataset\05246.txt ..\random_number_dataset\05246.txt bad
C:\Users\User\ptm-4\dataset\07089.txt ..\random_number_dataset\07089.txt bad
C:\Users\User\ptm-4\dataset\09037.txt ..\random_number_dataset\09037.txt bad
C:\Users\User\ptm-4\dataset\08584.txt ..\random_number_dataset\08584.txt bad
C:\Users\User\ptm-4\dataset\07303.txt ..\random_number_dataset\07303.txt bad
C:\Users\User\ptm-4\dataset\03861.txt ..\random_number_dataset\03861.txt bad
C:\Users\User\ptm-4\dataset\06785.txt ..\random_number_dataset\06785.txt bad
C:\Users\User\ptm-4\dataset\07264.txt ..\random_number_dataset\07264.txt bad
C:\Users\User\ptm-4\dataset\04895.txt ..\random_number_dataset\04895.txt bad
C:\Users\User\ptm-4\dataset\03730.txt ..\random_number_dataset\03730.txt bad
C:\Users\User\ptm-4\dataset\04364.txt ..\random_number_dataset\04364.txt bad
C:\Users\User\ptm-4\dataset\02700.txt ..\random_number_dataset\02700.txt bad
C:\Users\User\ptm-4\dataset\07372.txt ..\random_number_dataset\07372.txt bad
C:\Users\User\ptm-4\dataset\04426.txt ..\random_number_dataset\04426.txt bad
C:\Users\User\ptm-4\dataset\06943.txt ..\random_number_dataset\06943.txt bad
C:\Users\User\ptm-4\dataset\06652.txt ..\random_number_dataset\06652.txt bad
C:\Users\User\ptm-4\dataset\08272.txt ..\random_number_dataset\08272.txt bad
C:\Users\User\ptm-4\dataset\06469.txt ..\random_number_dataset\06469.txt bad
C:\Users\User\ptm-4\dataset\02672.txt ..\random_number_dataset\02672.txt bad
C:\Users\User\ptm-4\dataset\00852.txt ..\random_number_dataset\00852.txt bad
C:\Users\User\ptm-4\dataset\01902.txt ..\random_number_dataset\01902.txt bad
C:\Users\User\ptm-4\dataset\09288.txt ..\random_number_dataset\09288.txt bad
C:\Users\User\ptm-4\dataset\08895.txt ..\random_number_dataset\08895.txt bad
C:\Users\User\ptm-4\dataset\09920.txt ..\random_number_dataset\09920.txt bad
C:\Users\User\ptm-4\dataset\04349.txt ..\random_number_dataset\04349.txt bad
C:\Users\User\ptm-4\dataset\09376.txt ..\random_number_dataset\09376.txt bad
C:\Users\User\ptm-4\dataset\02070.txt ..\random_number_dataset\02070.txt bad
C:\Users\User\ptm-4\dataset\08965.txt ..\random_number_dataset\08965.txt bad
C:\Users\User\ptm-4\dataset\06330.txt ..\random_number_dataset\06330.txt bad
C:\Users\User\ptm-4\dataset\05430.txt ..\random_number_dataset\05430.txt bad
C:\Users\User\ptm-4\dataset\01765.txt ..\random_number_dataset\01765.txt bad
C:\Users\User\ptm-4\dataset\01681.txt ..\random_number_dataset\01681.txt bad
C:\Users\User\ptm-4\dataset\00997.txt ..\random_number_dataset\00997.txt bad
C:\Users\User\ptm-4\dataset\09504.txt ..\random_number_dataset\09504.txt bad
C:\Users\User\ptm-4\dataset\04475.txt ..\random_number_dataset\04475.txt bad
C:\Users\User\ptm-4\dataset\07138.txt ..\random_number_dataset\07138.txt bad
C:\Users\User\ptm-4\dataset\04015.txt ..\random_number_dataset\04015.txt bad
C:\Users\User\ptm-4\dataset\01138.txt ..\random_number_dataset\01138.txt bad
C:\Users\User\ptm-4\dataset\07256.txt ..\random_number_dataset\07256.txt bad
C:\Users\User\ptm-4\dataset\03524.txt ..\random_number_dataset\03524.txt bad
C:\Users\User\ptm-4\dataset\01629.txt ..\random_number_dataset\01629.txt bad
C:\Users\User\ptm-4\dataset\06480.txt ..\random_number_dataset\06480.txt bad
C:\Users\User\ptm-4\dataset\00952.txt ..\random_number_dataset\00952.txt bad
C:\Users\User\ptm-4\dataset\06974.txt ..\random_number_dataset\06974.txt bad
C:\Users\User\ptm-4\dataset\08091.txt ..\random_number_dataset\08091.txt bad
C:\Users\User\ptm-4\dataset\04519.txt ..\random_number_dataset\04519.txt bad
C:\Users\User\ptm-4\dataset\02632.txt ..\random_number_dataset\02632.txt bad
C:\Users\User\ptm-4\dataset\06863.txt ..\random_number_dataset\06863.txt bad
C:\Users\User\ptm-4\dataset\05028.txt ..\random_number_dataset\05028.txt bad
C:\Users\User\ptm-4\dataset\02030.txt ..\random_number_dataset\02030.txt bad
C:\Users\User\ptm-4\dataset\08859.txt ..\random_number_dataset\08859.txt bad
C:\Users\User\ptm-4\dataset\07779.txt ..\random_number_dataset\07779.txt bad
C:\Users\User\ptm-4\dataset\00097.txt ..\random_number_dataset\00097.txt bad
C:\Users\User\ptm-4\dataset\06432.txt ..\random_number_dataset\06432.txt bad
C:\Users\User\ptm-4\dataset\00800.txt ..\random_number_dataset\00800.txt bad
C:\Users\User\ptm-4\dataset\04043.txt ..\random_number_dataset\04043.txt bad
C:\Users\User\ptm-4\dataset\01188.txt ..\random_number_dataset\01188.txt bad
C:\Users\User\ptm-4\dataset\09058.txt ..\random_number_dataset\09058.txt bad
C:\Users\User\ptm-4\dataset\08182.txt ..\random_number_dataset\08182.txt bad
C:\Users\User\ptm-4\dataset\07396.txt ..\random_number_dataset\07396.txt bad
C:\Users\User\ptm-4\dataset\09104.txt ..\random_number_dataset\09104.txt bad
C:\Users\User\ptm-4\dataset\07161.txt ..\random_number_dataset\07161.txt bad
C:\Users\User\ptm-4\dataset\07029.txt ..\random_number_dataset\07029.txt bad
C:\Users\User\ptm-4\dataset\06286.txt ..\random_number_dataset\06286.txt bad
C:\Users\User\ptm-4\dataset\00642.txt ..\random_number_dataset\00642.txt bad
C:\Users\User\ptm-4\dataset\09932.txt ..\random_number_dataset\09932.txt bad
C:\Users\User\ptm-4\dataset\00289.txt ..\random_number_dataset\00289.txt bad
C:\Users\User\ptm-4\dataset\00227.txt ..\random_number_dataset\00227.txt bad
C:\Users\User\ptm-4\dataset\00747.txt ..\random_number_dataset\00747.txt bad
