The Absolute Way;Relative Way;Class
D:\учёба\для себя\ptm-4\dataset\zebra\0247.jpg;dataset/zebra/0247.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0247.jpg;dataset/bay_horse/0247.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0248.jpg;dataset/zebra/0248.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0248.jpg;dataset/bay_horse/0248.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0249.jpg;dataset/zebra/0249.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0249.jpg;dataset/bay_horse/0249.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0250.jpg;dataset/zebra/0250.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0250.jpg;dataset/bay_horse/0250.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0251.jpg;dataset/zebra/0251.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0251.jpg;dataset/bay_horse/0251.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0252.jpg;dataset/zebra/0252.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0252.jpg;dataset/bay_horse/0252.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0253.jpg;dataset/zebra/0253.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0253.jpg;dataset/bay_horse/0253.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0254.jpg;dataset/zebra/0254.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0254.jpg;dataset/bay_horse/0254.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0255.jpg;dataset/zebra/0255.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0255.jpg;dataset/bay_horse/0255.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0256.jpg;dataset/zebra/0256.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0256.jpg;dataset/bay_horse/0256.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0257.jpg;dataset/zebra/0257.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0257.jpg;dataset/bay_horse/0257.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0258.jpg;dataset/zebra/0258.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0258.jpg;dataset/bay_horse/0258.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0259.jpg;dataset/zebra/0259.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0259.jpg;dataset/bay_horse/0259.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0260.jpg;dataset/zebra/0260.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0260.jpg;dataset/bay_horse/0260.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0261.jpg;dataset/zebra/0261.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0261.jpg;dataset/bay_horse/0261.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0262.jpg;dataset/zebra/0262.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0262.jpg;dataset/bay_horse/0262.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0263.jpg;dataset/zebra/0263.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0263.jpg;dataset/bay_horse/0263.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0264.jpg;dataset/zebra/0264.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0264.jpg;dataset/bay_horse/0264.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0265.jpg;dataset/zebra/0265.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0265.jpg;dataset/bay_horse/0265.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0266.jpg;dataset/zebra/0266.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0266.jpg;dataset/bay_horse/0266.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0267.jpg;dataset/zebra/0267.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0267.jpg;dataset/bay_horse/0267.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0268.jpg;dataset/zebra/0268.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0268.jpg;dataset/bay_horse/0268.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0269.jpg;dataset/zebra/0269.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0269.jpg;dataset/bay_horse/0269.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0270.jpg;dataset/zebra/0270.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0270.jpg;dataset/bay_horse/0270.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0271.jpg;dataset/zebra/0271.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0271.jpg;dataset/bay_horse/0271.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0272.jpg;dataset/zebra/0272.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0272.jpg;dataset/bay_horse/0272.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0273.jpg;dataset/zebra/0273.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0273.jpg;dataset/bay_horse/0273.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0274.jpg;dataset/zebra/0274.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0274.jpg;dataset/bay_horse/0274.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0275.jpg;dataset/zebra/0275.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0275.jpg;dataset/bay_horse/0275.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0276.jpg;dataset/zebra/0276.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0276.jpg;dataset/bay_horse/0276.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0277.jpg;dataset/zebra/0277.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0277.jpg;dataset/bay_horse/0277.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0278.jpg;dataset/zebra/0278.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0278.jpg;dataset/bay_horse/0278.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0279.jpg;dataset/zebra/0279.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0279.jpg;dataset/bay_horse/0279.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0280.jpg;dataset/zebra/0280.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0280.jpg;dataset/bay_horse/0280.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0281.jpg;dataset/zebra/0281.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0281.jpg;dataset/bay_horse/0281.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0282.jpg;dataset/zebra/0282.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0282.jpg;dataset/bay_horse/0282.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0283.jpg;dataset/zebra/0283.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0283.jpg;dataset/bay_horse/0283.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0284.jpg;dataset/zebra/0284.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0284.jpg;dataset/bay_horse/0284.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0285.jpg;dataset/zebra/0285.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0285.jpg;dataset/bay_horse/0285.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0286.jpg;dataset/zebra/0286.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0286.jpg;dataset/bay_horse/0286.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0287.jpg;dataset/zebra/0287.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0287.jpg;dataset/bay_horse/0287.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0288.jpg;dataset/zebra/0288.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0288.jpg;dataset/bay_horse/0288.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0289.jpg;dataset/zebra/0289.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0289.jpg;dataset/bay_horse/0289.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0290.jpg;dataset/zebra/0290.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0290.jpg;dataset/bay_horse/0290.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0291.jpg;dataset/zebra/0291.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0291.jpg;dataset/bay_horse/0291.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0292.jpg;dataset/zebra/0292.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0292.jpg;dataset/bay_horse/0292.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0293.jpg;dataset/zebra/0293.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0293.jpg;dataset/bay_horse/0293.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0294.jpg;dataset/zebra/0294.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0294.jpg;dataset/bay_horse/0294.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0295.jpg;dataset/zebra/0295.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0295.jpg;dataset/bay_horse/0295.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0296.jpg;dataset/zebra/0296.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0296.jpg;dataset/bay_horse/0296.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0297.jpg;dataset/zebra/0297.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0297.jpg;dataset/bay_horse/0297.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0298.jpg;dataset/zebra/0298.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0298.jpg;dataset/bay_horse/0298.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0299.jpg;dataset/zebra/0299.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0299.jpg;dataset/bay_horse/0299.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0300.jpg;dataset/zebra/0300.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0300.jpg;dataset/bay_horse/0300.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0301.jpg;dataset/zebra/0301.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0301.jpg;dataset/bay_horse/0301.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0302.jpg;dataset/zebra/0302.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0302.jpg;dataset/bay_horse/0302.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0303.jpg;dataset/zebra/0303.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0303.jpg;dataset/bay_horse/0303.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0304.jpg;dataset/zebra/0304.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0304.jpg;dataset/bay_horse/0304.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0305.jpg;dataset/zebra/0305.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0305.jpg;dataset/bay_horse/0305.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0306.jpg;dataset/zebra/0306.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0306.jpg;dataset/bay_horse/0306.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0307.jpg;dataset/zebra/0307.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0307.jpg;dataset/bay_horse/0307.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0308.jpg;dataset/zebra/0308.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0308.jpg;dataset/bay_horse/0308.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0309.jpg;dataset/zebra/0309.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0309.jpg;dataset/bay_horse/0309.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0310.jpg;dataset/zebra/0310.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0310.jpg;dataset/bay_horse/0310.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0311.jpg;dataset/zebra/0311.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0311.jpg;dataset/bay_horse/0311.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0312.jpg;dataset/zebra/0312.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0312.jpg;dataset/bay_horse/0312.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0313.jpg;dataset/zebra/0313.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0313.jpg;dataset/bay_horse/0313.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0314.jpg;dataset/zebra/0314.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0314.jpg;dataset/bay_horse/0314.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0315.jpg;dataset/zebra/0315.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0315.jpg;dataset/bay_horse/0315.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0316.jpg;dataset/zebra/0316.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0316.jpg;dataset/bay_horse/0316.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0317.jpg;dataset/zebra/0317.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0317.jpg;dataset/bay_horse/0317.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0318.jpg;dataset/zebra/0318.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0318.jpg;dataset/bay_horse/0318.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0319.jpg;dataset/zebra/0319.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0319.jpg;dataset/bay_horse/0319.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0320.jpg;dataset/zebra/0320.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0320.jpg;dataset/bay_horse/0320.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0321.jpg;dataset/zebra/0321.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0321.jpg;dataset/bay_horse/0321.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0322.jpg;dataset/zebra/0322.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0322.jpg;dataset/bay_horse/0322.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0323.jpg;dataset/zebra/0323.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0323.jpg;dataset/bay_horse/0323.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0324.jpg;dataset/zebra/0324.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0324.jpg;dataset/bay_horse/0324.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0325.jpg;dataset/zebra/0325.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0325.jpg;dataset/bay_horse/0325.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0326.jpg;dataset/zebra/0326.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0326.jpg;dataset/bay_horse/0326.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0327.jpg;dataset/zebra/0327.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0327.jpg;dataset/bay_horse/0327.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0328.jpg;dataset/zebra/0328.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0328.jpg;dataset/bay_horse/0328.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0329.jpg;dataset/zebra/0329.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0329.jpg;dataset/bay_horse/0329.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0330.jpg;dataset/zebra/0330.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0330.jpg;dataset/bay_horse/0330.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0331.jpg;dataset/zebra/0331.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0331.jpg;dataset/bay_horse/0331.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0332.jpg;dataset/zebra/0332.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0332.jpg;dataset/bay_horse/0332.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0333.jpg;dataset/zebra/0333.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0333.jpg;dataset/bay_horse/0333.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0334.jpg;dataset/zebra/0334.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0334.jpg;dataset/bay_horse/0334.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0335.jpg;dataset/zebra/0335.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0335.jpg;dataset/bay_horse/0335.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0336.jpg;dataset/zebra/0336.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0336.jpg;dataset/bay_horse/0336.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0337.jpg;dataset/zebra/0337.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0337.jpg;dataset/bay_horse/0337.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0338.jpg;dataset/zebra/0338.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0338.jpg;dataset/bay_horse/0338.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0339.jpg;dataset/zebra/0339.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0339.jpg;dataset/bay_horse/0339.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0340.jpg;dataset/zebra/0340.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0340.jpg;dataset/bay_horse/0340.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0341.jpg;dataset/zebra/0341.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0341.jpg;dataset/bay_horse/0341.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0342.jpg;dataset/zebra/0342.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0342.jpg;dataset/bay_horse/0342.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0343.jpg;dataset/zebra/0343.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0343.jpg;dataset/bay_horse/0343.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0344.jpg;dataset/zebra/0344.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0344.jpg;dataset/bay_horse/0344.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0345.jpg;dataset/zebra/0345.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0345.jpg;dataset/bay_horse/0345.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0346.jpg;dataset/zebra/0346.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0346.jpg;dataset/bay_horse/0346.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0347.jpg;dataset/zebra/0347.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0347.jpg;dataset/bay_horse/0347.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0348.jpg;dataset/zebra/0348.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0348.jpg;dataset/bay_horse/0348.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0349.jpg;dataset/zebra/0349.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0349.jpg;dataset/bay_horse/0349.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0350.jpg;dataset/zebra/0350.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0350.jpg;dataset/bay_horse/0350.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0351.jpg;dataset/zebra/0351.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0351.jpg;dataset/bay_horse/0351.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0352.jpg;dataset/zebra/0352.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0352.jpg;dataset/bay_horse/0352.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0353.jpg;dataset/zebra/0353.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0353.jpg;dataset/bay_horse/0353.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0354.jpg;dataset/zebra/0354.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0354.jpg;dataset/bay_horse/0354.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0355.jpg;dataset/zebra/0355.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0355.jpg;dataset/bay_horse/0355.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0356.jpg;dataset/zebra/0356.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0356.jpg;dataset/bay_horse/0356.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0357.jpg;dataset/zebra/0357.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0357.jpg;dataset/bay_horse/0357.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0358.jpg;dataset/zebra/0358.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0358.jpg;dataset/bay_horse/0358.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0359.jpg;dataset/zebra/0359.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0359.jpg;dataset/bay_horse/0359.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0360.jpg;dataset/zebra/0360.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0360.jpg;dataset/bay_horse/0360.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0361.jpg;dataset/zebra/0361.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0361.jpg;dataset/bay_horse/0361.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0362.jpg;dataset/zebra/0362.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0362.jpg;dataset/bay_horse/0362.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0363.jpg;dataset/zebra/0363.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0363.jpg;dataset/bay_horse/0363.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0364.jpg;dataset/zebra/0364.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0364.jpg;dataset/bay_horse/0364.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0365.jpg;dataset/zebra/0365.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0365.jpg;dataset/bay_horse/0365.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0366.jpg;dataset/zebra/0366.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0366.jpg;dataset/bay_horse/0366.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0367.jpg;dataset/zebra/0367.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0367.jpg;dataset/bay_horse/0367.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0368.jpg;dataset/zebra/0368.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0368.jpg;dataset/bay_horse/0368.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0369.jpg;dataset/zebra/0369.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0369.jpg;dataset/bay_horse/0369.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0370.jpg;dataset/zebra/0370.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0370.jpg;dataset/bay_horse/0370.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0371.jpg;dataset/zebra/0371.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0371.jpg;dataset/bay_horse/0371.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0372.jpg;dataset/zebra/0372.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0372.jpg;dataset/bay_horse/0372.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0373.jpg;dataset/zebra/0373.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0373.jpg;dataset/bay_horse/0373.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0374.jpg;dataset/zebra/0374.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0374.jpg;dataset/bay_horse/0374.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0375.jpg;dataset/zebra/0375.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0375.jpg;dataset/bay_horse/0375.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0376.jpg;dataset/zebra/0376.jpg;zebra
