"Absolute path" "Relative path" Class
C:\Users\User\ptm-4\dataset\bad_0317.txt ..\dataset\bad_0317.txt bad
C:\Users\User\ptm-4\dataset\bad_0318.txt ..\dataset\bad_0318.txt bad
C:\Users\User\ptm-4\dataset\bad_0319.txt ..\dataset\bad_0319.txt bad
C:\Users\User\ptm-4\dataset\bad_0320.txt ..\dataset\bad_0320.txt bad
C:\Users\User\ptm-4\dataset\bad_0321.txt ..\dataset\bad_0321.txt bad
C:\Users\User\ptm-4\dataset\bad_0322.txt ..\dataset\bad_0322.txt bad
C:\Users\User\ptm-4\dataset\bad_0323.txt ..\dataset\bad_0323.txt bad
C:\Users\User\ptm-4\dataset\bad_0324.txt ..\dataset\bad_0324.txt bad
C:\Users\User\ptm-4\dataset\bad_0325.txt ..\dataset\bad_0325.txt bad
C:\Users\User\ptm-4\dataset\bad_0326.txt ..\dataset\bad_0326.txt bad
C:\Users\User\ptm-4\dataset\bad_0327.txt ..\dataset\bad_0327.txt bad
C:\Users\User\ptm-4\dataset\bad_0328.txt ..\dataset\bad_0328.txt bad
C:\Users\User\ptm-4\dataset\bad_0329.txt ..\dataset\bad_0329.txt bad
C:\Users\User\ptm-4\dataset\bad_0330.txt ..\dataset\bad_0330.txt bad
C:\Users\User\ptm-4\dataset\bad_0331.txt ..\dataset\bad_0331.txt bad
C:\Users\User\ptm-4\dataset\bad_0332.txt ..\dataset\bad_0332.txt bad
C:\Users\User\ptm-4\dataset\bad_0333.txt ..\dataset\bad_0333.txt bad
C:\Users\User\ptm-4\dataset\bad_0334.txt ..\dataset\bad_0334.txt bad
C:\Users\User\ptm-4\dataset\bad_0335.txt ..\dataset\bad_0335.txt bad
C:\Users\User\ptm-4\dataset\bad_0336.txt ..\dataset\bad_0336.txt bad
C:\Users\User\ptm-4\dataset\bad_0337.txt ..\dataset\bad_0337.txt bad
C:\Users\User\ptm-4\dataset\bad_0338.txt ..\dataset\bad_0338.txt bad
C:\Users\User\ptm-4\dataset\bad_0339.txt ..\dataset\bad_0339.txt bad
C:\Users\User\ptm-4\dataset\bad_0340.txt ..\dataset\bad_0340.txt bad
C:\Users\User\ptm-4\dataset\bad_0341.txt ..\dataset\bad_0341.txt bad
C:\Users\User\ptm-4\dataset\bad_0342.txt ..\dataset\bad_0342.txt bad
C:\Users\User\ptm-4\dataset\bad_0343.txt ..\dataset\bad_0343.txt bad
C:\Users\User\ptm-4\dataset\bad_0344.txt ..\dataset\bad_0344.txt bad
C:\Users\User\ptm-4\dataset\bad_0345.txt ..\dataset\bad_0345.txt bad
C:\Users\User\ptm-4\dataset\bad_0346.txt ..\dataset\bad_0346.txt bad
C:\Users\User\ptm-4\dataset\bad_0347.txt ..\dataset\bad_0347.txt bad
C:\Users\User\ptm-4\dataset\bad_0348.txt ..\dataset\bad_0348.txt bad
C:\Users\User\ptm-4\dataset\bad_0349.txt ..\dataset\bad_0349.txt bad
C:\Users\User\ptm-4\dataset\bad_0350.txt ..\dataset\bad_0350.txt bad
C:\Users\User\ptm-4\dataset\bad_0351.txt ..\dataset\bad_0351.txt bad
C:\Users\User\ptm-4\dataset\bad_0352.txt ..\dataset\bad_0352.txt bad
C:\Users\User\ptm-4\dataset\bad_0353.txt ..\dataset\bad_0353.txt bad
C:\Users\User\ptm-4\dataset\bad_0354.txt ..\dataset\bad_0354.txt bad
C:\Users\User\ptm-4\dataset\bad_0355.txt ..\dataset\bad_0355.txt bad
C:\Users\User\ptm-4\dataset\bad_0356.txt ..\dataset\bad_0356.txt bad
C:\Users\User\ptm-4\dataset\bad_0357.txt ..\dataset\bad_0357.txt bad
C:\Users\User\ptm-4\dataset\bad_0358.txt ..\dataset\bad_0358.txt bad
C:\Users\User\ptm-4\dataset\bad_0359.txt ..\dataset\bad_0359.txt bad
C:\Users\User\ptm-4\dataset\bad_0360.txt ..\dataset\bad_0360.txt bad
C:\Users\User\ptm-4\dataset\bad_0361.txt ..\dataset\bad_0361.txt bad
C:\Users\User\ptm-4\dataset\bad_0362.txt ..\dataset\bad_0362.txt bad
C:\Users\User\ptm-4\dataset\bad_0363.txt ..\dataset\bad_0363.txt bad
C:\Users\User\ptm-4\dataset\bad_0364.txt ..\dataset\bad_0364.txt bad
C:\Users\User\ptm-4\dataset\bad_0365.txt ..\dataset\bad_0365.txt bad
C:\Users\User\ptm-4\dataset\bad_0366.txt ..\dataset\bad_0366.txt bad
C:\Users\User\ptm-4\dataset\bad_0367.txt ..\dataset\bad_0367.txt bad
C:\Users\User\ptm-4\dataset\bad_0368.txt ..\dataset\bad_0368.txt bad
C:\Users\User\ptm-4\dataset\bad_0369.txt ..\dataset\bad_0369.txt bad
C:\Users\User\ptm-4\dataset\bad_0370.txt ..\dataset\bad_0370.txt bad
C:\Users\User\ptm-4\dataset\bad_0371.txt ..\dataset\bad_0371.txt bad
C:\Users\User\ptm-4\dataset\bad_0372.txt ..\dataset\bad_0372.txt bad
C:\Users\User\ptm-4\dataset\bad_0373.txt ..\dataset\bad_0373.txt bad
C:\Users\User\ptm-4\dataset\bad_0374.txt ..\dataset\bad_0374.txt bad
C:\Users\User\ptm-4\dataset\bad_0375.txt ..\dataset\bad_0375.txt bad
C:\Users\User\ptm-4\dataset\bad_0376.txt ..\dataset\bad_0376.txt bad
C:\Users\User\ptm-4\dataset\bad_0377.txt ..\dataset\bad_0377.txt bad
C:\Users\User\ptm-4\dataset\bad_0378.txt ..\dataset\bad_0378.txt bad
C:\Users\User\ptm-4\dataset\bad_0379.txt ..\dataset\bad_0379.txt bad
C:\Users\User\ptm-4\dataset\bad_0380.txt ..\dataset\bad_0380.txt bad
C:\Users\User\ptm-4\dataset\bad_0381.txt ..\dataset\bad_0381.txt bad
C:\Users\User\ptm-4\dataset\bad_0382.txt ..\dataset\bad_0382.txt bad
C:\Users\User\ptm-4\dataset\bad_0383.txt ..\dataset\bad_0383.txt bad
C:\Users\User\ptm-4\dataset\bad_0384.txt ..\dataset\bad_0384.txt bad
C:\Users\User\ptm-4\dataset\bad_0385.txt ..\dataset\bad_0385.txt bad
C:\Users\User\ptm-4\dataset\bad_0386.txt ..\dataset\bad_0386.txt bad
C:\Users\User\ptm-4\dataset\bad_0387.txt ..\dataset\bad_0387.txt bad
C:\Users\User\ptm-4\dataset\bad_0388.txt ..\dataset\bad_0388.txt bad
C:\Users\User\ptm-4\dataset\bad_0389.txt ..\dataset\bad_0389.txt bad
C:\Users\User\ptm-4\dataset\bad_0390.txt ..\dataset\bad_0390.txt bad
C:\Users\User\ptm-4\dataset\bad_0391.txt ..\dataset\bad_0391.txt bad
C:\Users\User\ptm-4\dataset\bad_0392.txt ..\dataset\bad_0392.txt bad
C:\Users\User\ptm-4\dataset\bad_0393.txt ..\dataset\bad_0393.txt bad
C:\Users\User\ptm-4\dataset\bad_0394.txt ..\dataset\bad_0394.txt bad
C:\Users\User\ptm-4\dataset\bad_0395.txt ..\dataset\bad_0395.txt bad
C:\Users\User\ptm-4\dataset\bad_0396.txt ..\dataset\bad_0396.txt bad
C:\Users\User\ptm-4\dataset\bad_0397.txt ..\dataset\bad_0397.txt bad
C:\Users\User\ptm-4\dataset\bad_0398.txt ..\dataset\bad_0398.txt bad
C:\Users\User\ptm-4\dataset\bad_0399.txt ..\dataset\bad_0399.txt bad
C:\Users\User\ptm-4\dataset\bad_0400.txt ..\dataset\bad_0400.txt bad
C:\Users\User\ptm-4\dataset\bad_0401.txt ..\dataset\bad_0401.txt bad
C:\Users\User\ptm-4\dataset\bad_0402.txt ..\dataset\bad_0402.txt bad
C:\Users\User\ptm-4\dataset\bad_0403.txt ..\dataset\bad_0403.txt bad
C:\Users\User\ptm-4\dataset\bad_0404.txt ..\dataset\bad_0404.txt bad
C:\Users\User\ptm-4\dataset\bad_0405.txt ..\dataset\bad_0405.txt bad
C:\Users\User\ptm-4\dataset\bad_0406.txt ..\dataset\bad_0406.txt bad
C:\Users\User\ptm-4\dataset\bad_0407.txt ..\dataset\bad_0407.txt bad
C:\Users\User\ptm-4\dataset\bad_0408.txt ..\dataset\bad_0408.txt bad
C:\Users\User\ptm-4\dataset\bad_0409.txt ..\dataset\bad_0409.txt bad
C:\Users\User\ptm-4\dataset\bad_0410.txt ..\dataset\bad_0410.txt bad
C:\Users\User\ptm-4\dataset\bad_0411.txt ..\dataset\bad_0411.txt bad
C:\Users\User\ptm-4\dataset\bad_0412.txt ..\dataset\bad_0412.txt bad
C:\Users\User\ptm-4\dataset\bad_0413.txt ..\dataset\bad_0413.txt bad
C:\Users\User\ptm-4\dataset\bad_0414.txt ..\dataset\bad_0414.txt bad
C:\Users\User\ptm-4\dataset\bad_0415.txt ..\dataset\bad_0415.txt bad
C:\Users\User\ptm-4\dataset\bad_0416.txt ..\dataset\bad_0416.txt bad
C:\Users\User\ptm-4\dataset\bad_0417.txt ..\dataset\bad_0417.txt bad
C:\Users\User\ptm-4\dataset\bad_0418.txt ..\dataset\bad_0418.txt bad
C:\Users\User\ptm-4\dataset\bad_0419.txt ..\dataset\bad_0419.txt bad
C:\Users\User\ptm-4\dataset\bad_0420.txt ..\dataset\bad_0420.txt bad
C:\Users\User\ptm-4\dataset\bad_0421.txt ..\dataset\bad_0421.txt bad
C:\Users\User\ptm-4\dataset\bad_0422.txt ..\dataset\bad_0422.txt bad
C:\Users\User\ptm-4\dataset\bad_0423.txt ..\dataset\bad_0423.txt bad
C:\Users\User\ptm-4\dataset\bad_0424.txt ..\dataset\bad_0424.txt bad
C:\Users\User\ptm-4\dataset\bad_0425.txt ..\dataset\bad_0425.txt bad
C:\Users\User\ptm-4\dataset\bad_0426.txt ..\dataset\bad_0426.txt bad
C:\Users\User\ptm-4\dataset\bad_0427.txt ..\dataset\bad_0427.txt bad
C:\Users\User\ptm-4\dataset\bad_0428.txt ..\dataset\bad_0428.txt bad
C:\Users\User\ptm-4\dataset\bad_0429.txt ..\dataset\bad_0429.txt bad
C:\Users\User\ptm-4\dataset\bad_0430.txt ..\dataset\bad_0430.txt bad
C:\Users\User\ptm-4\dataset\bad_0431.txt ..\dataset\bad_0431.txt bad
C:\Users\User\ptm-4\dataset\bad_0432.txt ..\dataset\bad_0432.txt bad
C:\Users\User\ptm-4\dataset\bad_0433.txt ..\dataset\bad_0433.txt bad
C:\Users\User\ptm-4\dataset\bad_0434.txt ..\dataset\bad_0434.txt bad
C:\Users\User\ptm-4\dataset\bad_0435.txt ..\dataset\bad_0435.txt bad
C:\Users\User\ptm-4\dataset\bad_0436.txt ..\dataset\bad_0436.txt bad
C:\Users\User\ptm-4\dataset\bad_0437.txt ..\dataset\bad_0437.txt bad
C:\Users\User\ptm-4\dataset\bad_0438.txt ..\dataset\bad_0438.txt bad
C:\Users\User\ptm-4\dataset\bad_0439.txt ..\dataset\bad_0439.txt bad
C:\Users\User\ptm-4\dataset\bad_0440.txt ..\dataset\bad_0440.txt bad
C:\Users\User\ptm-4\dataset\bad_0441.txt ..\dataset\bad_0441.txt bad
C:\Users\User\ptm-4\dataset\bad_0442.txt ..\dataset\bad_0442.txt bad
C:\Users\User\ptm-4\dataset\bad_0443.txt ..\dataset\bad_0443.txt bad
C:\Users\User\ptm-4\dataset\bad_0444.txt ..\dataset\bad_0444.txt bad
C:\Users\User\ptm-4\dataset\bad_0445.txt ..\dataset\bad_0445.txt bad
C:\Users\User\ptm-4\dataset\bad_0446.txt ..\dataset\bad_0446.txt bad
C:\Users\User\ptm-4\dataset\bad_0447.txt ..\dataset\bad_0447.txt bad
C:\Users\User\ptm-4\dataset\bad_0448.txt ..\dataset\bad_0448.txt bad
C:\Users\User\ptm-4\dataset\bad_0449.txt ..\dataset\bad_0449.txt bad
C:\Users\User\ptm-4\dataset\bad_0450.txt ..\dataset\bad_0450.txt bad
C:\Users\User\ptm-4\dataset\bad_0451.txt ..\dataset\bad_0451.txt bad
C:\Users\User\ptm-4\dataset\bad_0452.txt ..\dataset\bad_0452.txt bad
C:\Users\User\ptm-4\dataset\bad_0453.txt ..\dataset\bad_0453.txt bad
C:\Users\User\ptm-4\dataset\bad_0454.txt ..\dataset\bad_0454.txt bad
C:\Users\User\ptm-4\dataset\bad_0455.txt ..\dataset\bad_0455.txt bad
C:\Users\User\ptm-4\dataset\bad_0456.txt ..\dataset\bad_0456.txt bad
C:\Users\User\ptm-4\dataset\bad_0457.txt ..\dataset\bad_0457.txt bad
C:\Users\User\ptm-4\dataset\bad_0458.txt ..\dataset\bad_0458.txt bad
C:\Users\User\ptm-4\dataset\bad_0459.txt ..\dataset\bad_0459.txt bad
C:\Users\User\ptm-4\dataset\bad_0460.txt ..\dataset\bad_0460.txt bad
C:\Users\User\ptm-4\dataset\bad_0461.txt ..\dataset\bad_0461.txt bad
C:\Users\User\ptm-4\dataset\bad_0462.txt ..\dataset\bad_0462.txt bad
C:\Users\User\ptm-4\dataset\bad_0463.txt ..\dataset\bad_0463.txt bad
C:\Users\User\ptm-4\dataset\bad_0464.txt ..\dataset\bad_0464.txt bad
C:\Users\User\ptm-4\dataset\bad_0465.txt ..\dataset\bad_0465.txt bad
C:\Users\User\ptm-4\dataset\bad_0466.txt ..\dataset\bad_0466.txt bad
C:\Users\User\ptm-4\dataset\bad_0467.txt ..\dataset\bad_0467.txt bad
C:\Users\User\ptm-4\dataset\bad_0468.txt ..\dataset\bad_0468.txt bad
C:\Users\User\ptm-4\dataset\bad_0469.txt ..\dataset\bad_0469.txt bad
C:\Users\User\ptm-4\dataset\bad_0470.txt ..\dataset\bad_0470.txt bad
C:\Users\User\ptm-4\dataset\bad_0471.txt ..\dataset\bad_0471.txt bad
C:\Users\User\ptm-4\dataset\bad_0472.txt ..\dataset\bad_0472.txt bad
C:\Users\User\ptm-4\dataset\bad_0473.txt ..\dataset\bad_0473.txt bad
C:\Users\User\ptm-4\dataset\bad_0474.txt ..\dataset\bad_0474.txt bad
C:\Users\User\ptm-4\dataset\bad_0475.txt ..\dataset\bad_0475.txt bad
C:\Users\User\ptm-4\dataset\bad_0476.txt ..\dataset\bad_0476.txt bad
C:\Users\User\ptm-4\dataset\bad_0477.txt ..\dataset\bad_0477.txt bad
C:\Users\User\ptm-4\dataset\bad_0478.txt ..\dataset\bad_0478.txt bad
C:\Users\User\ptm-4\dataset\bad_0479.txt ..\dataset\bad_0479.txt bad
C:\Users\User\ptm-4\dataset\bad_0480.txt ..\dataset\bad_0480.txt bad
C:\Users\User\ptm-4\dataset\bad_0481.txt ..\dataset\bad_0481.txt bad
C:\Users\User\ptm-4\dataset\bad_0482.txt ..\dataset\bad_0482.txt bad
C:\Users\User\ptm-4\dataset\bad_0483.txt ..\dataset\bad_0483.txt bad
C:\Users\User\ptm-4\dataset\bad_0484.txt ..\dataset\bad_0484.txt bad
C:\Users\User\ptm-4\dataset\bad_0485.txt ..\dataset\bad_0485.txt bad
C:\Users\User\ptm-4\dataset\bad_0486.txt ..\dataset\bad_0486.txt bad
C:\Users\User\ptm-4\dataset\bad_0487.txt ..\dataset\bad_0487.txt bad
C:\Users\User\ptm-4\dataset\bad_0488.txt ..\dataset\bad_0488.txt bad
C:\Users\User\ptm-4\dataset\bad_0489.txt ..\dataset\bad_0489.txt bad
C:\Users\User\ptm-4\dataset\bad_0490.txt ..\dataset\bad_0490.txt bad
C:\Users\User\ptm-4\dataset\bad_0491.txt ..\dataset\bad_0491.txt bad
C:\Users\User\ptm-4\dataset\bad_0492.txt ..\dataset\bad_0492.txt bad
C:\Users\User\ptm-4\dataset\bad_0493.txt ..\dataset\bad_0493.txt bad
C:\Users\User\ptm-4\dataset\bad_0494.txt ..\dataset\bad_0494.txt bad
C:\Users\User\ptm-4\dataset\bad_0495.txt ..\dataset\bad_0495.txt bad
C:\Users\User\ptm-4\dataset\bad_0496.txt ..\dataset\bad_0496.txt bad
C:\Users\User\ptm-4\dataset\bad_0497.txt ..\dataset\bad_0497.txt bad
C:\Users\User\ptm-4\dataset\bad_0498.txt ..\dataset\bad_0498.txt bad
C:\Users\User\ptm-4\dataset\bad_0499.txt ..\dataset\bad_0499.txt bad
C:\Users\User\ptm-4\dataset\bad_0500.txt ..\dataset\bad_0500.txt bad
C:\Users\User\ptm-4\dataset\bad_0501.txt ..\dataset\bad_0501.txt bad
C:\Users\User\ptm-4\dataset\bad_0502.txt ..\dataset\bad_0502.txt bad
C:\Users\User\ptm-4\dataset\bad_0503.txt ..\dataset\bad_0503.txt bad
C:\Users\User\ptm-4\dataset\bad_0504.txt ..\dataset\bad_0504.txt bad
C:\Users\User\ptm-4\dataset\bad_0505.txt ..\dataset\bad_0505.txt bad
C:\Users\User\ptm-4\dataset\bad_0506.txt ..\dataset\bad_0506.txt bad
C:\Users\User\ptm-4\dataset\bad_0507.txt ..\dataset\bad_0507.txt bad
C:\Users\User\ptm-4\dataset\bad_0508.txt ..\dataset\bad_0508.txt bad
C:\Users\User\ptm-4\dataset\bad_0509.txt ..\dataset\bad_0509.txt bad
C:\Users\User\ptm-4\dataset\bad_0510.txt ..\dataset\bad_0510.txt bad
C:\Users\User\ptm-4\dataset\bad_0511.txt ..\dataset\bad_0511.txt bad
C:\Users\User\ptm-4\dataset\bad_0512.txt ..\dataset\bad_0512.txt bad
C:\Users\User\ptm-4\dataset\bad_0513.txt ..\dataset\bad_0513.txt bad
C:\Users\User\ptm-4\dataset\bad_0514.txt ..\dataset\bad_0514.txt bad
C:\Users\User\ptm-4\dataset\bad_0515.txt ..\dataset\bad_0515.txt bad
C:\Users\User\ptm-4\dataset\bad_0516.txt ..\dataset\bad_0516.txt bad
C:\Users\User\ptm-4\dataset\bad_0517.txt ..\dataset\bad_0517.txt bad
C:\Users\User\ptm-4\dataset\bad_0518.txt ..\dataset\bad_0518.txt bad
C:\Users\User\ptm-4\dataset\bad_0519.txt ..\dataset\bad_0519.txt bad
C:\Users\User\ptm-4\dataset\bad_0520.txt ..\dataset\bad_0520.txt bad
C:\Users\User\ptm-4\dataset\bad_0521.txt ..\dataset\bad_0521.txt bad
C:\Users\User\ptm-4\dataset\bad_0522.txt ..\dataset\bad_0522.txt bad
C:\Users\User\ptm-4\dataset\bad_0523.txt ..\dataset\bad_0523.txt bad
C:\Users\User\ptm-4\dataset\bad_0524.txt ..\dataset\bad_0524.txt bad
C:\Users\User\ptm-4\dataset\bad_0525.txt ..\dataset\bad_0525.txt bad
C:\Users\User\ptm-4\dataset\bad_0526.txt ..\dataset\bad_0526.txt bad
C:\Users\User\ptm-4\dataset\bad_0527.txt ..\dataset\bad_0527.txt bad
C:\Users\User\ptm-4\dataset\bad_0528.txt ..\dataset\bad_0528.txt bad
C:\Users\User\ptm-4\dataset\bad_0529.txt ..\dataset\bad_0529.txt bad
C:\Users\User\ptm-4\dataset\bad_0530.txt ..\dataset\bad_0530.txt bad
C:\Users\User\ptm-4\dataset\bad_0531.txt ..\dataset\bad_0531.txt bad
C:\Users\User\ptm-4\dataset\bad_0532.txt ..\dataset\bad_0532.txt bad
C:\Users\User\ptm-4\dataset\bad_0533.txt ..\dataset\bad_0533.txt bad
C:\Users\User\ptm-4\dataset\bad_0534.txt ..\dataset\bad_0534.txt bad
C:\Users\User\ptm-4\dataset\bad_0535.txt ..\dataset\bad_0535.txt bad
C:\Users\User\ptm-4\dataset\bad_0536.txt ..\dataset\bad_0536.txt bad
C:\Users\User\ptm-4\dataset\bad_0537.txt ..\dataset\bad_0537.txt bad
C:\Users\User\ptm-4\dataset\bad_0538.txt ..\dataset\bad_0538.txt bad
C:\Users\User\ptm-4\dataset\bad_0539.txt ..\dataset\bad_0539.txt bad
C:\Users\User\ptm-4\dataset\bad_0540.txt ..\dataset\bad_0540.txt bad
C:\Users\User\ptm-4\dataset\bad_0541.txt ..\dataset\bad_0541.txt bad
C:\Users\User\ptm-4\dataset\bad_0542.txt ..\dataset\bad_0542.txt bad
C:\Users\User\ptm-4\dataset\bad_0543.txt ..\dataset\bad_0543.txt bad
C:\Users\User\ptm-4\dataset\bad_0544.txt ..\dataset\bad_0544.txt bad
C:\Users\User\ptm-4\dataset\bad_0545.txt ..\dataset\bad_0545.txt bad
C:\Users\User\ptm-4\dataset\bad_0546.txt ..\dataset\bad_0546.txt bad
C:\Users\User\ptm-4\dataset\bad_0547.txt ..\dataset\bad_0547.txt bad
C:\Users\User\ptm-4\dataset\bad_0548.txt ..\dataset\bad_0548.txt bad
C:\Users\User\ptm-4\dataset\bad_0549.txt ..\dataset\bad_0549.txt bad
C:\Users\User\ptm-4\dataset\bad_0550.txt ..\dataset\bad_0550.txt bad
C:\Users\User\ptm-4\dataset\bad_0551.txt ..\dataset\bad_0551.txt bad
C:\Users\User\ptm-4\dataset\bad_0552.txt ..\dataset\bad_0552.txt bad
C:\Users\User\ptm-4\dataset\bad_0553.txt ..\dataset\bad_0553.txt bad
C:\Users\User\ptm-4\dataset\bad_0554.txt ..\dataset\bad_0554.txt bad
C:\Users\User\ptm-4\dataset\bad_0555.txt ..\dataset\bad_0555.txt bad
C:\Users\User\ptm-4\dataset\bad_0556.txt ..\dataset\bad_0556.txt bad
C:\Users\User\ptm-4\dataset\bad_0557.txt ..\dataset\bad_0557.txt bad
C:\Users\User\ptm-4\dataset\bad_0558.txt ..\dataset\bad_0558.txt bad
C:\Users\User\ptm-4\dataset\bad_0559.txt ..\dataset\bad_0559.txt bad
C:\Users\User\ptm-4\dataset\bad_0560.txt ..\dataset\bad_0560.txt bad
C:\Users\User\ptm-4\dataset\bad_0561.txt ..\dataset\bad_0561.txt bad
C:\Users\User\ptm-4\dataset\bad_0562.txt ..\dataset\bad_0562.txt bad
C:\Users\User\ptm-4\dataset\bad_0563.txt ..\dataset\bad_0563.txt bad
C:\Users\User\ptm-4\dataset\bad_0564.txt ..\dataset\bad_0564.txt bad
C:\Users\User\ptm-4\dataset\bad_0565.txt ..\dataset\bad_0565.txt bad
C:\Users\User\ptm-4\dataset\bad_0566.txt ..\dataset\bad_0566.txt bad
C:\Users\User\ptm-4\dataset\bad_0567.txt ..\dataset\bad_0567.txt bad
C:\Users\User\ptm-4\dataset\bad_0568.txt ..\dataset\bad_0568.txt bad
C:\Users\User\ptm-4\dataset\bad_0569.txt ..\dataset\bad_0569.txt bad
C:\Users\User\ptm-4\dataset\bad_0570.txt ..\dataset\bad_0570.txt bad
C:\Users\User\ptm-4\dataset\bad_0571.txt ..\dataset\bad_0571.txt bad
C:\Users\User\ptm-4\dataset\bad_0572.txt ..\dataset\bad_0572.txt bad
C:\Users\User\ptm-4\dataset\bad_0573.txt ..\dataset\bad_0573.txt bad
C:\Users\User\ptm-4\dataset\bad_0574.txt ..\dataset\bad_0574.txt bad
C:\Users\User\ptm-4\dataset\bad_0575.txt ..\dataset\bad_0575.txt bad
C:\Users\User\ptm-4\dataset\bad_0576.txt ..\dataset\bad_0576.txt bad
C:\Users\User\ptm-4\dataset\bad_0577.txt ..\dataset\bad_0577.txt bad
C:\Users\User\ptm-4\dataset\bad_0578.txt ..\dataset\bad_0578.txt bad
C:\Users\User\ptm-4\dataset\bad_0579.txt ..\dataset\bad_0579.txt bad
C:\Users\User\ptm-4\dataset\bad_0580.txt ..\dataset\bad_0580.txt bad
C:\Users\User\ptm-4\dataset\bad_0581.txt ..\dataset\bad_0581.txt bad
C:\Users\User\ptm-4\dataset\bad_0582.txt ..\dataset\bad_0582.txt bad
C:\Users\User\ptm-4\dataset\bad_0583.txt ..\dataset\bad_0583.txt bad
C:\Users\User\ptm-4\dataset\bad_0584.txt ..\dataset\bad_0584.txt bad
C:\Users\User\ptm-4\dataset\bad_0585.txt ..\dataset\bad_0585.txt bad
C:\Users\User\ptm-4\dataset\bad_0586.txt ..\dataset\bad_0586.txt bad
C:\Users\User\ptm-4\dataset\bad_0587.txt ..\dataset\bad_0587.txt bad
C:\Users\User\ptm-4\dataset\bad_0588.txt ..\dataset\bad_0588.txt bad
C:\Users\User\ptm-4\dataset\bad_0589.txt ..\dataset\bad_0589.txt bad
C:\Users\User\ptm-4\dataset\bad_0590.txt ..\dataset\bad_0590.txt bad
C:\Users\User\ptm-4\dataset\bad_0591.txt ..\dataset\bad_0591.txt bad
C:\Users\User\ptm-4\dataset\bad_0592.txt ..\dataset\bad_0592.txt bad
C:\Users\User\ptm-4\dataset\bad_0593.txt ..\dataset\bad_0593.txt bad
C:\Users\User\ptm-4\dataset\bad_0594.txt ..\dataset\bad_0594.txt bad
C:\Users\User\ptm-4\dataset\bad_0595.txt ..\dataset\bad_0595.txt bad
C:\Users\User\ptm-4\dataset\bad_0596.txt ..\dataset\bad_0596.txt bad
C:\Users\User\ptm-4\dataset\bad_0597.txt ..\dataset\bad_0597.txt bad
C:\Users\User\ptm-4\dataset\bad_0598.txt ..\dataset\bad_0598.txt bad
C:\Users\User\ptm-4\dataset\bad_0599.txt ..\dataset\bad_0599.txt bad
C:\Users\User\ptm-4\dataset\bad_0600.txt ..\dataset\bad_0600.txt bad
C:\Users\User\ptm-4\dataset\bad_0601.txt ..\dataset\bad_0601.txt bad
C:\Users\User\ptm-4\dataset\bad_0602.txt ..\dataset\bad_0602.txt bad
C:\Users\User\ptm-4\dataset\bad_0603.txt ..\dataset\bad_0603.txt bad
C:\Users\User\ptm-4\dataset\bad_0604.txt ..\dataset\bad_0604.txt bad
C:\Users\User\ptm-4\dataset\bad_0605.txt ..\dataset\bad_0605.txt bad
C:\Users\User\ptm-4\dataset\bad_0606.txt ..\dataset\bad_0606.txt bad
C:\Users\User\ptm-4\dataset\bad_0607.txt ..\dataset\bad_0607.txt bad
C:\Users\User\ptm-4\dataset\bad_0608.txt ..\dataset\bad_0608.txt bad
C:\Users\User\ptm-4\dataset\bad_0609.txt ..\dataset\bad_0609.txt bad
C:\Users\User\ptm-4\dataset\bad_0610.txt ..\dataset\bad_0610.txt bad
C:\Users\User\ptm-4\dataset\bad_0611.txt ..\dataset\bad_0611.txt bad
C:\Users\User\ptm-4\dataset\bad_0612.txt ..\dataset\bad_0612.txt bad
C:\Users\User\ptm-4\dataset\bad_0613.txt ..\dataset\bad_0613.txt bad
C:\Users\User\ptm-4\dataset\bad_0614.txt ..\dataset\bad_0614.txt bad
C:\Users\User\ptm-4\dataset\bad_0615.txt ..\dataset\bad_0615.txt bad
C:\Users\User\ptm-4\dataset\bad_0616.txt ..\dataset\bad_0616.txt bad
C:\Users\User\ptm-4\dataset\bad_0617.txt ..\dataset\bad_0617.txt bad
C:\Users\User\ptm-4\dataset\bad_0618.txt ..\dataset\bad_0618.txt bad
C:\Users\User\ptm-4\dataset\bad_0619.txt ..\dataset\bad_0619.txt bad
C:\Users\User\ptm-4\dataset\bad_0620.txt ..\dataset\bad_0620.txt bad
C:\Users\User\ptm-4\dataset\bad_0621.txt ..\dataset\bad_0621.txt bad
C:\Users\User\ptm-4\dataset\bad_0622.txt ..\dataset\bad_0622.txt bad
C:\Users\User\ptm-4\dataset\bad_0623.txt ..\dataset\bad_0623.txt bad
C:\Users\User\ptm-4\dataset\bad_0624.txt ..\dataset\bad_0624.txt bad
C:\Users\User\ptm-4\dataset\bad_0625.txt ..\dataset\bad_0625.txt bad
C:\Users\User\ptm-4\dataset\bad_0626.txt ..\dataset\bad_0626.txt bad
C:\Users\User\ptm-4\dataset\bad_0627.txt ..\dataset\bad_0627.txt bad
C:\Users\User\ptm-4\dataset\bad_0628.txt ..\dataset\bad_0628.txt bad
C:\Users\User\ptm-4\dataset\bad_0629.txt ..\dataset\bad_0629.txt bad
C:\Users\User\ptm-4\dataset\bad_0630.txt ..\dataset\bad_0630.txt bad
C:\Users\User\ptm-4\dataset\bad_0631.txt ..\dataset\bad_0631.txt bad
C:\Users\User\ptm-4\dataset\bad_0632.txt ..\dataset\bad_0632.txt bad
C:\Users\User\ptm-4\dataset\bad_0633.txt ..\dataset\bad_0633.txt bad
